Date,Open,High,Low,Close,Volume
2017-01-26 12-52,121.91,121.91,121.91,121.91,25264
2017-01-26 12-53,121.88,121.88,121.88,121.88,40358
2017-01-26 12-54,121.89,121.89,121.89,121.89,34179
2017-01-26 12-55,121.88,121.88,121.88,121.88,22608
2017-01-26 12-56,121.86,121.86,121.86,121.86,25155
2017-01-26 12-57,121.87,121.87,121.87,121.87,29774
2017-01-26 12-58,121.88,121.88,121.88,121.88,19866
2017-01-26 12-59,121.895,121.895,121.895,121.895,25929
2017-01-26 13-00,121.9,121.9,121.9,121.9,222216
2017-01-26 13-01,121.89,121.89,121.89,121.89,25505
2017-01-26 13-02,121.9,121.9,121.9,121.9,17708
2017-01-26 13-03,121.94,121.94,121.94,121.94,43801
2017-01-26 13-04,121.97,121.97,121.97,121.97,38518
2017-01-26 13-05,121.97,121.97,121.97,121.97,55134
2017-01-26 13-06,121.98,121.98,121.98,121.98,46699
2017-01-26 13-07,121.965,121.965,121.965,121.965,26024
2017-01-26 13-08,121.98,121.98,121.98,121.98,24510
2017-01-26 13-09,121.9737,121.9737,121.9737,121.9737,29519
2017-01-26 13-10,121.965,121.965,121.965,121.965,30287
2017-01-26 13-11,121.95,121.95,121.95,121.95,20603
2017-01-26 13-12,121.94,121.94,121.94,121.94,18721
2017-01-26 13-13,121.94,121.94,121.94,121.94,35038
2017-01-26 13-14,121.94,121.94,121.94,121.94,7665
2017-01-26 13-15,121.96,121.96,121.96,121.96,43161
2017-01-26 13-16,121.99,121.99,121.99,121.99,15054
2017-01-26 13-17,121.96,121.96,121.96,121.96,40465
2017-01-26 13-18,121.945,121.945,121.945,121.945,19502
2017-01-26 13-19,121.93,121.93,121.93,121.93,16690
2017-01-26 13-20,121.88,121.88,121.88,121.88,22632
2017-01-26 13-21,121.91,121.91,121.91,121.91,24131
2017-01-26 13-22,121.9232,121.9232,121.9232,121.9232,19959
2017-01-26 13-23,121.93,121.93,121.93,121.93,26988
2017-01-26 13-24,121.92,121.92,121.92,121.92,16131
2017-01-26 13-25,121.9,121.9,121.9,121.9,35395
2017-01-26 13-26,121.895,121.895,121.895,121.895,40212
2017-01-26 13-27,121.89,121.89,121.89,121.89,20195
2017-01-26 13-28,121.88,121.88,121.88,121.88,20009
2017-01-26 13-29,121.9,121.9,121.9,121.9,35556
2017-01-26 13-30,121.89,121.89,121.89,121.89,12479
2017-01-26 13-31,121.87,121.87,121.87,121.87,37602
2017-01-26 13-32,121.87,121.87,121.87,121.87,21496
2017-01-26 13-33,121.8894,121.8894,121.8894,121.8894,17576
2017-01-26 13-34,121.9032,121.9032,121.9032,121.9032,17911
2017-01-26 13-35,121.95,121.95,121.95,121.95,49502
2017-01-26 13-36,121.94,121.94,121.94,121.94,22437
2017-01-26 13-37,121.92,121.92,121.92,121.92,18921
2017-01-26 13-38,121.92,121.92,121.92,121.92,29421
2017-01-26 13-39,121.92,121.92,121.92,121.92,8376
2017-01-26 13-40,121.93,121.93,121.93,121.93,23816
2017-01-26 13-41,121.915,121.915,121.915,121.915,19850
2017-01-26 13-42,121.91,121.91,121.91,121.91,18261
2017-01-26 13-43,121.91,121.91,121.91,121.91,19969
2017-01-26 13-44,121.92,121.92,121.92,121.92,17633
2017-01-26 13-45,121.91,121.91,121.91,121.91,16411
2017-01-26 13-46,121.89,121.89,121.89,121.89,19520
2017-01-26 13-47,121.89,121.89,121.89,121.89,14517
2017-01-26 13-48,121.895,121.895,121.895,121.895,13174
2017-01-26 13-49,121.89,121.89,121.89,121.89,31345
2017-01-26 13-50,121.895,121.895,121.895,121.895,36423
2017-01-26 13-51,121.9,121.9,121.9,121.9,24953
2017-01-26 13-52,121.96,121.96,121.96,121.96,44273
2017-01-26 13-53,121.95,121.95,121.95,121.95,30184
2017-01-26 13-54,121.93,121.93,121.93,121.93,33978
2017-01-26 13-55,121.92,121.92,121.92,121.92,14938
2017-01-26 13-56,121.95,121.95,121.95,121.95,14953
2017-01-26 13-57,121.96,121.96,121.96,121.96,32492
2017-01-26 13-58,121.99,121.99,121.99,121.99,28987
2017-01-26 13-59,121.97,121.97,121.97,121.97,84390
2017-01-26 14-00,122.0301,122.0301,122.0301,122.0301,124716
2017-01-26 14-01,122.02,122.02,122.02,122.02,12117
2017-01-26 14-02,122.03,122.03,122.03,122.03,15178
2017-01-26 14-03,122.02,122.02,122.02,122.02,19097
2017-01-26 14-04,122,122,122,122,29049
2017-01-26 14-05,121.98,121.98,121.98,121.98,26636
2017-01-26 14-06,122.033,122.033,122.033,122.033,59012
2017-01-26 14-07,122.03,122.03,122.03,122.03,20942
2017-01-26 14-08,122.02,122.02,122.02,122.02,38770
2017-01-26 14-09,122.05,122.05,122.05,122.05,73836
2017-01-26 14-10,122.1,122.1,122.1,122.1,163272
2017-01-26 14-11,122.1,122.1,122.1,122.1,131580
2017-01-26 14-12,122.05,122.05,122.05,122.05,30940
2017-01-26 14-13,122.06,122.06,122.06,122.06,29428
2017-01-26 14-14,122.03,122.03,122.03,122.03,19216
2017-01-26 14-15,122.0235,122.0235,122.0235,122.0235,33532
2017-01-26 14-16,122.03,122.03,122.03,122.03,28638
2017-01-26 14-17,122.0558,122.0558,122.0558,122.0558,33128
2017-01-26 14-18,122.06,122.06,122.06,122.06,27458
2017-01-26 14-19,122.05,122.05,122.05,122.05,21212
2017-01-26 14-20,122.085,122.085,122.085,122.085,103532
2017-01-26 14-21,122.07,122.07,122.07,122.07,38838
2017-01-26 14-22,122.085,122.085,122.085,122.085,32704
2017-01-26 14-23,122.05,122.05,122.05,122.05,37404
2017-01-26 14-24,122.06,122.06,122.06,122.06,52014
2017-01-26 14-25,122.04,122.04,122.04,122.04,28426
2017-01-26 14-26,122.05,122.05,122.05,122.05,30774
2017-01-26 14-27,122.045,122.045,122.045,122.045,15144
2017-01-26 14-28,122.07,122.07,122.07,122.07,37860
2017-01-26 14-29,122.045,122.045,122.045,122.045,26492
2017-01-26 14-30,122.0375,122.0375,122.0375,122.0375,37726
2017-01-26 14-31,122.0555,122.0555,122.0555,122.0555,20678
2017-01-26 14-32,122.06,122.06,122.06,122.06,28204
2017-01-26 14-33,122.0499,122.0499,122.0499,122.0499,425552
2017-01-26 14-34,122.03,122.03,122.03,122.03,22086
2017-01-26 14-35,122.0342,122.0342,122.0342,122.0342,40232
2017-01-26 14-36,122.0399,122.0399,122.0399,122.0399,20326
2017-01-26 14-37,122.0301,122.0301,122.0301,122.0301,22398
2017-01-26 14-38,122.0533,122.0533,122.0533,122.0533,27494
2017-01-26 14-39,122,122,122,122,47048
2017-01-26 14-40,122,122,122,122,40398
2017-01-26 14-41,121.9999,121.9999,121.9999,121.9999,46376
2017-01-26 14-42,121.982,121.982,121.982,121.982,33946
2017-01-26 14-43,122.0047,122.0047,122.0047,122.0047,44008
2017-01-26 14-44,121.99,121.99,121.99,121.99,28608
2017-01-26 14-45,121.98,121.98,121.98,121.98,23252
2017-01-26 14-46,121.95,121.95,121.95,121.95,37370
2017-01-26 14-47,121.96,121.96,121.96,121.96,20476
2017-01-26 14-48,121.97,121.97,121.97,121.97,29338
2017-01-26 14-49,121.96,121.96,121.96,121.96,24264
2017-01-26 14-50,121.96,121.96,121.96,121.96,11892
2017-01-26 14-51,121.975,121.975,121.975,121.975,25728
2017-01-26 14-52,121.97,121.97,121.97,121.97,32584
2017-01-26 14-53,121.96,121.96,121.96,121.96,12540
2017-01-26 14-54,121.97,121.97,121.97,121.97,21752
2017-01-26 14-55,121.98,121.98,121.98,121.98,43000
2017-01-26 14-56,121.9801,121.9801,121.9801,121.9801,21416
2017-01-26 14-57,122,122,122,122,16742
2017-01-26 14-58,121.97,121.97,121.97,121.97,24132
2017-01-26 14-59,121.95,121.95,121.95,121.95,175234
2017-01-26 15-00,121.98,121.98,121.98,121.98,53868
2017-01-26 15-01,122.01,122.01,122.01,122.01,56896
2017-01-26 15-02,122.035,122.035,122.035,122.035,25908
2017-01-26 15-03,122.0099,122.0099,122.0099,122.0099,41286
2017-01-26 15-04,122.02,122.02,122.02,122.02,20486
2017-01-26 15-05,122.01,122.01,122.01,122.01,27452
2017-01-26 15-06,122,122,122,122,39462
2017-01-26 15-07,121.99,121.99,121.99,121.99,140538
2017-01-26 15-08,122.01,122.01,122.01,122.01,31644
2017-01-26 15-09,122.0044,122.0044,122.0044,122.0044,25592
2017-01-26 15-10,122,122,122,122,27344
2017-01-26 15-11,121.99,121.99,121.99,121.99,27248
2017-01-26 15-12,122,122,122,122,12012
2017-01-26 15-13,122.015,122.015,122.015,122.015,33964
2017-01-26 15-14,122.019,122.019,122.019,122.019,18614
2017-01-26 15-15,122.03,122.03,122.03,122.03,91242
2017-01-26 15-16,122.01,122.01,122.01,122.01,27364
2017-01-26 15-17,121.99,121.99,121.99,121.99,15664
2017-01-26 15-18,122,122,122,122,14654
2017-01-26 15-19,122,122,122,122,20064
2017-01-26 15-20,121.955,121.955,121.955,121.955,33414
2017-01-26 15-21,121.98,121.98,121.98,121.98,20284
2017-01-26 15-22,121.9601,121.9601,121.9601,121.9601,18998
2017-01-26 15-23,121.95,121.95,121.95,121.95,26298
2017-01-26 15-24,121.96,121.96,121.96,121.96,17620
2017-01-26 15-25,122.03,122.03,122.03,122.03,60896
2017-01-26 15-26,122,122,122,122,26888
2017-01-26 15-27,121.99,121.99,121.99,121.99,23612
2017-01-26 15-28,121.999,121.999,121.999,121.999,23914
2017-01-26 15-29,121.98,121.98,121.98,121.98,70458
2017-01-26 15-30,121.99,121.99,121.99,121.99,42676
2017-01-26 15-31,121.98,121.98,121.98,121.98,14684
2017-01-26 15-32,121.99,121.99,121.99,121.99,40894
2017-01-26 15-33,122.02,122.02,122.02,122.02,36230
2017-01-26 15-34,122.02,122.02,122.02,122.02,20908
2017-01-26 15-35,122.01,122.01,122.01,122.01,26808
2017-01-26 15-36,122.0132,122.0132,122.0132,122.0132,32152
2017-01-26 15-37,122.03,122.03,122.03,122.03,87832
2017-01-26 15-38,122,122,122,122,83292
2017-01-26 15-39,122.035,122.035,122.035,122.035,72248
2017-01-26 15-40,122.04,122.04,122.04,122.04,56656
2017-01-26 15-41,121.97,121.97,121.97,121.97,116516
2017-01-26 15-42,121.99,121.99,121.99,121.99,67942
2017-01-26 15-43,121.995,121.995,121.995,121.995,56066
2017-01-26 15-44,122.0089,122.0089,122.0089,122.0089,38134
2017-01-26 15-45,121.995,121.995,121.995,121.995,97036
2017-01-26 15-46,121.96,121.96,121.96,121.96,71930
2017-01-26 15-47,121.95,121.95,121.95,121.95,64996
2017-01-26 15-48,121.94,121.94,121.94,121.94,44332
2017-01-26 15-49,121.935,121.935,121.935,121.935,72900
2017-01-26 15-50,121.95,121.95,121.95,121.95,83634
2017-01-26 15-51,121.9342,121.9342,121.9342,121.9342,106954
2017-01-26 15-52,121.93,121.93,121.93,121.93,75700
2017-01-26 15-53,121.94,121.94,121.94,121.94,79626
2017-01-26 15-54,121.965,121.965,121.965,121.965,120142
2017-01-26 15-55,121.915,121.915,121.915,121.915,99348
2017-01-26 15-56,121.91,121.91,121.91,121.91,124216
2017-01-26 15-57,121.87,121.87,121.87,121.87,124384
2017-01-26 15-58,121.96,121.96,121.96,121.96,158404
2017-01-26 15-59,121.96,121.96,121.96,121.96,268774
2017-01-26 16-00,121.94,121.94,121.94,121.94,3390530
2017-01-27 09-30,122.14,122.14,122.14,122.14,65422
2017-01-27 09-31,122.2075,122.2075,122.2075,122.2075,842534
2017-01-27 09-32,122.18,122.18,122.18,122.18,161763
2017-01-27 09-33,122.23,122.23,122.23,122.23,121734
2017-01-27 09-34,122.21,122.21,122.21,122.21,52248
2017-01-27 09-35,122.15,122.15,122.15,122.15,67890
2017-01-27 09-36,122.14,122.14,122.14,122.14,87780
2017-01-27 09-37,122.09,122.09,122.09,122.09,86202
2017-01-27 09-38,122.16,122.16,122.16,122.16,78884
2017-01-27 09-39,122.13,122.13,122.13,122.13,60196
2017-01-27 09-40,122.1069,122.1069,122.1069,122.1069,199116
2017-01-27 09-41,122.08,122.08,122.08,122.08,83969
2017-01-27 09-42,122.045,122.045,122.045,122.045,93332
2017-01-27 09-43,122.09,122.09,122.09,122.09,77241
2017-01-27 09-44,122.05,122.05,122.05,122.05,266943
2017-01-27 09-45,121.94,121.94,121.94,121.94,158678
2017-01-27 09-46,122.03,122.03,122.03,122.03,110508
2017-01-27 09-47,121.9714,121.9714,121.9714,121.9714,75871
2017-01-27 09-48,122.09,122.09,122.09,122.09,68212
2017-01-27 09-49,122.02,122.02,122.02,122.02,52411
2017-01-27 09-50,122.1,122.1,122.1,122.1,68107
2017-01-27 09-51,122.12,122.12,122.12,122.12,48790
2017-01-27 09-52,122.13,122.13,122.13,122.13,58395
2017-01-27 09-53,122.1343,122.1343,122.1343,122.1343,37770
2017-01-27 09-54,122.105,122.105,122.105,122.105,52355
2017-01-27 09-55,122.03,122.03,122.03,122.03,40049
2017-01-27 09-56,122.1099,122.1099,122.1099,122.1099,38112
2017-01-27 09-57,122.14,122.14,122.14,122.14,105695
2017-01-27 09-58,122.145,122.145,122.145,122.145,28737
2017-01-27 09-59,122.19,122.19,122.19,122.19,55607
2017-01-27 10-00,122.18,122.18,122.18,122.18,63960
2017-01-27 10-01,122.2243,122.2243,122.2243,122.2243,100482
2017-01-27 10-02,122.23,122.23,122.23,122.23,56607
2017-01-27 10-03,122.2,122.2,122.2,122.2,50988
2017-01-27 10-04,122.2653,122.2653,122.2653,122.2653,123881
2017-01-27 10-05,122.25,122.25,122.25,122.25,70185
2017-01-27 10-06,122.215,122.215,122.215,122.215,63003
2017-01-27 10-07,122.1437,122.1437,122.1437,122.1437,56603
2017-01-27 10-08,122.08,122.08,122.08,122.08,57049
2017-01-27 10-09,122.075,122.075,122.075,122.075,72149
2017-01-27 10-10,122.04,122.04,122.04,122.04,61008
2017-01-27 10-11,122.0621,122.0621,122.0621,122.0621,33681
2017-01-27 10-12,122.0937,122.0937,122.0937,122.0937,33010
2017-01-27 10-13,122.115,122.115,122.115,122.115,143665
2017-01-27 10-14,122.09,122.09,122.09,122.09,42087
2017-01-27 10-15,122.0801,122.0801,122.0801,122.0801,24624
2017-01-27 10-16,122.05,122.05,122.05,122.05,64489
2017-01-27 10-17,122.04,122.04,122.04,122.04,27271
2017-01-27 10-18,122.024,122.024,122.024,122.024,54123
2017-01-27 10-19,122.0837,122.0837,122.0837,122.0837,26169
2017-01-27 10-20,122.1022,122.1022,122.1022,122.1022,62092
2017-01-27 10-21,122.1299,122.1299,122.1299,122.1299,33281
2017-01-27 10-22,122.09,122.09,122.09,122.09,26427
2017-01-27 10-23,122.06,122.06,122.06,122.06,48837
2017-01-27 10-24,122.07,122.07,122.07,122.07,26767
2017-01-27 10-25,122.1,122.1,122.1,122.1,39297
2017-01-27 10-26,122.11,122.11,122.11,122.11,25999
2017-01-27 10-27,122.12,122.12,122.12,122.12,33686
2017-01-27 10-28,122.085,122.085,122.085,122.085,43991
2017-01-27 10-29,122.1,122.1,122.1,122.1,25132
2017-01-27 10-30,122.1465,122.1465,122.1465,122.1465,39668
2017-01-27 10-31,122.16,122.16,122.16,122.16,40110
2017-01-27 10-32,122.11,122.11,122.11,122.11,45755
2017-01-27 10-33,122.095,122.095,122.095,122.095,31703
2017-01-27 10-34,122.08,122.08,122.08,122.08,52596
2017-01-27 10-35,122.12,122.12,122.12,122.12,29012
2017-01-27 10-36,122.08,122.08,122.08,122.08,34159
2017-01-27 10-37,122.06,122.06,122.06,122.06,28529
2017-01-27 10-38,122.0871,122.0871,122.0871,122.0871,23839
2017-01-27 10-39,122.0701,122.0701,122.0701,122.0701,22534
2017-01-27 10-40,122.14,122.14,122.14,122.14,32778
2017-01-27 10-41,122.13,122.13,122.13,122.13,42758
2017-01-27 10-42,122.15,122.15,122.15,122.15,37430
2017-01-27 10-43,122.1299,122.1299,122.1299,122.1299,28801
2017-01-27 10-44,122.0713,122.0713,122.0713,122.0713,89074
2017-01-27 10-45,122.105,122.105,122.105,122.105,32149
2017-01-27 10-46,122.06,122.06,122.06,122.06,35413
2017-01-27 10-47,122.09,122.09,122.09,122.09,53326
2017-01-27 10-48,122.07,122.07,122.07,122.07,47349
2017-01-27 10-49,122.0643,122.0643,122.0643,122.0643,32498
2017-01-27 10-50,122.09,122.09,122.09,122.09,39889
2017-01-27 10-51,122.051,122.051,122.051,122.051,23804
2017-01-27 10-52,122.01,122.01,122.01,122.01,65277
2017-01-27 10-53,122.03,122.03,122.03,122.03,17531
2017-01-27 10-54,122.03,122.03,122.03,122.03,11664
2017-01-27 10-55,122.06,122.06,122.06,122.06,16978
2017-01-27 10-56,122,122,122,122,36760
2017-01-27 10-57,121.98,121.98,121.98,121.98,62161
2017-01-27 10-58,121.9599,121.9599,121.9599,121.9599,53381
2017-01-27 10-59,121.98,121.98,121.98,121.98,42807
2017-01-27 11-00,122.03,122.03,122.03,122.03,59126
2017-01-27 11-01,122.035,122.035,122.035,122.035,23357
2017-01-27 11-02,122.02,122.02,122.02,122.02,42650
2017-01-27 11-03,122.015,122.015,122.015,122.015,50119
2017-01-27 11-04,121.9702,121.9702,121.9702,121.9702,31381
2017-01-27 11-05,121.9965,121.9965,121.9965,121.9965,22311
2017-01-27 11-06,121.995,121.995,121.995,121.995,47066
2017-01-27 11-07,121.98,121.98,121.98,121.98,37608
2017-01-27 11-08,122.01,122.01,122.01,122.01,72554
2017-01-27 11-09,122.021,122.021,122.021,122.021,23287
2017-01-27 11-10,122.035,122.035,122.035,122.035,45670
2017-01-27 11-11,122.02,122.02,122.02,122.02,40157
2017-01-27 11-12,121.99,121.99,121.99,121.99,44014
2017-01-27 11-13,121.9935,121.9935,121.9935,121.9935,166474
2017-01-27 11-14,121.985,121.985,121.985,121.985,49981
2017-01-27 11-15,122,122,122,122,25443
2017-01-27 11-16,121.99,121.99,121.99,121.99,46136
2017-01-27 11-17,121.97,121.97,121.97,121.97,25968
2017-01-27 11-18,121.97,121.97,121.97,121.97,36926
2017-01-27 11-19,121.95,121.95,121.95,121.95,58034
2017-01-27 11-20,121.9567,121.9567,121.9567,121.9567,39382
2017-01-27 11-21,121.98,121.98,121.98,121.98,30625
2017-01-27 11-22,121.99,121.99,121.99,121.99,33986
2017-01-27 11-23,121.985,121.985,121.985,121.985,29234
2017-01-27 11-24,122.02,122.02,122.02,122.02,34318
2017-01-27 11-25,122.0467,122.0467,122.0467,122.0467,17498
2017-01-27 11-26,122.05,122.05,122.05,122.05,29821
2017-01-27 11-27,122.01,122.01,122.01,122.01,44277
2017-01-27 11-28,122.01,122.01,122.01,122.01,37763
2017-01-27 11-29,122,122,122,122,28602
2017-01-27 11-30,122.0042,122.0042,122.0042,122.0042,19480
2017-01-27 11-31,122.01,122.01,122.01,122.01,26107
2017-01-27 11-32,122,122,122,122,23387
2017-01-27 11-33,122.01,122.01,122.01,122.01,28160
2017-01-27 11-34,121.995,121.995,121.995,121.995,19724
2017-01-27 11-35,121.9801,121.9801,121.9801,121.9801,16959
2017-01-27 11-36,121.9716,121.9716,121.9716,121.9716,45078
2017-01-27 11-37,121.99,121.99,121.99,121.99,19963
2017-01-27 11-38,122.01,122.01,122.01,122.01,19463
2017-01-27 11-39,122.01,122.01,122.01,122.01,14310
2017-01-27 11-40,122.01,122.01,122.01,122.01,24421
2017-01-27 11-41,121.99,121.99,121.99,121.99,26971
2017-01-27 11-42,121.98,121.98,121.98,121.98,19632
2017-01-27 11-43,121.99,121.99,121.99,121.99,24974
2017-01-27 11-44,121.985,121.985,121.985,121.985,14641
2017-01-27 11-45,121.99,121.99,121.99,121.99,15109
2017-01-27 11-46,121.9931,121.9931,121.9931,121.9931,17118
2017-01-27 11-47,121.97,121.97,121.97,121.97,18796
2017-01-27 11-48,122,122,122,122,24610
2017-01-27 11-49,122,122,122,122,16547
2017-01-27 11-50,121.99,121.99,121.99,121.99,21091
2017-01-27 11-51,122.02,122.02,122.02,122.02,34745
2017-01-27 11-52,122.01,122.01,122.01,122.01,22678
2017-01-27 11-53,122.0255,122.0255,122.0255,122.0255,13502
2017-01-27 11-54,122.03,122.03,122.03,122.03,12640
2017-01-27 11-55,121.98,121.98,121.98,121.98,19168
2017-01-27 11-56,121.98,121.98,121.98,121.98,26953
2017-01-27 11-57,121.97,121.97,121.97,121.97,26101
2017-01-27 11-58,121.99,121.99,121.99,121.99,130708
2017-01-27 11-59,121.98,121.98,121.98,121.98,31555
2017-01-27 12-00,122,122,122,122,26562
2017-01-27 12-01,121.99,121.99,121.99,121.99,14398
2017-01-27 12-02,121.985,121.985,121.985,121.985,25895
2017-01-27 12-03,121.99,121.99,121.99,121.99,21518
2017-01-27 12-04,121.99,121.99,121.99,121.99,10800
2017-01-27 12-05,122,122,122,122,19750
2017-01-27 12-06,122.0045,122.0045,122.0045,122.0045,21459
2017-01-27 12-07,122.0141,122.0141,122.0141,122.0141,18103
2017-01-27 12-08,122.005,122.005,122.005,122.005,12558
2017-01-27 12-09,122.005,122.005,122.005,122.005,24235
2017-01-27 12-10,122.02,122.02,122.02,122.02,31363
2017-01-27 12-11,122.02,122.02,122.02,122.02,6642
2017-01-27 12-12,122,122,122,122,15393
2017-01-27 12-13,122.01,122.01,122.01,122.01,25579
2017-01-27 12-14,122.01,122.01,122.01,122.01,16500
2017-01-27 12-15,122.04,122.04,122.04,122.04,36563
2017-01-27 12-16,122.07,122.07,122.07,122.07,38737
2017-01-27 12-17,122.09,122.09,122.09,122.09,35609
2017-01-27 12-18,122.09,122.09,122.09,122.09,34866
2017-01-27 12-19,122.08,122.08,122.08,122.08,28018
2017-01-27 12-20,122.08,122.08,122.08,122.08,10971
2017-01-27 12-21,122.0735,122.0735,122.0735,122.0735,13021
2017-01-27 12-22,122.064,122.064,122.064,122.064,29552
2017-01-27 12-23,122.065,122.065,122.065,122.065,11109
2017-01-27 12-24,122.07,122.07,122.07,122.07,27441
2017-01-27 12-25,122.05,122.05,122.05,122.05,16418
2017-01-27 12-26,122.01,122.01,122.01,122.01,53274
2017-01-27 12-27,122.0188,122.0188,122.0188,122.0188,8630
2017-01-27 12-28,122.0157,122.0157,122.0157,122.0157,7709
2017-01-27 12-29,122.0075,122.0075,122.0075,122.0075,17397
2017-01-27 12-30,121.99,121.99,121.99,121.99,60444
2017-01-27 12-31,122.0035,122.0035,122.0035,122.0035,35097
2017-01-27 12-32,121.99,121.99,121.99,121.99,22873
2017-01-27 12-33,121.9963,121.9963,121.9963,121.9963,22362
2017-01-27 12-34,121.99,121.99,121.99,121.99,21405
2017-01-27 12-35,121.975,121.975,121.975,121.975,25028
2017-01-27 12-36,121.99,121.99,121.99,121.99,29944
2017-01-27 12-37,121.9943,121.9943,121.9943,121.9943,17009
2017-01-27 12-38,121.9558,121.9558,121.9558,121.9558,57973
2017-01-27 12-39,121.945,121.945,121.945,121.945,49556
2017-01-27 12-40,121.94,121.94,121.94,121.94,30763
2017-01-27 12-41,121.92,121.92,121.92,121.92,47292
2017-01-27 12-42,121.9,121.9,121.9,121.9,63666
2017-01-27 12-43,121.93,121.93,121.93,121.93,39930
2017-01-27 12-44,121.9546,121.9546,121.9546,121.9546,22281
2017-01-27 12-45,121.96,121.96,121.96,121.96,20555
2017-01-27 12-46,121.96,121.96,121.96,121.96,38090
2017-01-27 12-47,121.955,121.955,121.955,121.955,18443
2017-01-27 12-48,121.9859,121.9859,121.9859,121.9859,15702
2017-01-27 12-49,121.9935,121.9935,121.9935,121.9935,17313
2017-01-27 12-50,121.98,121.98,121.98,121.98,27493
2017-01-27 12-51,121.99,121.99,121.99,121.99,22620
2017-01-27 12-52,121.99,121.99,121.99,121.99,12795
2017-01-27 12-53,121.985,121.985,121.985,121.985,15757
2017-01-27 12-54,121.9835,121.9835,121.9835,121.9835,18472
2017-01-27 12-55,121.99,121.99,121.99,121.99,12083
2017-01-27 12-56,121.9839,121.9839,121.9839,121.9839,52616
2017-01-27 12-57,122,122,122,122,18785
2017-01-27 12-58,121.98,121.98,121.98,121.98,30348
2017-01-27 12-59,121.955,121.955,121.955,121.955,17645
2017-01-27 13-00,121.97,121.97,121.97,121.97,19854
2017-01-27 13-01,121.96,121.96,121.96,121.96,16323
2017-01-27 13-02,121.9643,121.9643,121.9643,121.9643,26325
2017-01-27 13-03,121.98,121.98,121.98,121.98,20581
2017-01-27 13-04,121.99,121.99,121.99,121.99,8181
2017-01-27 13-05,121.965,121.965,121.965,121.965,20869
2017-01-27 13-06,121.97,121.97,121.97,121.97,15115
2017-01-27 13-07,121.97,121.97,121.97,121.97,22532
2017-01-27 13-08,121.96,121.96,121.96,121.96,21879
2017-01-27 13-09,121.9642,121.9642,121.9642,121.9642,6831
2017-01-27 13-10,121.95,121.95,121.95,121.95,13520
2017-01-27 13-11,121.96,121.96,121.96,121.96,13878
2017-01-27 13-12,121.9635,121.9635,121.9635,121.9635,10788
2017-01-27 13-13,121.95,121.95,121.95,121.95,24490
2017-01-27 13-14,121.96,121.96,121.96,121.96,17989
2017-01-27 13-15,121.98,121.98,121.98,121.98,27255
2017-01-27 13-16,121.985,121.985,121.985,121.985,28332
2017-01-27 13-17,121.9853,121.9853,121.9853,121.9853,28103
2017-01-27 13-18,121.97,121.97,121.97,121.97,32260
2017-01-27 13-19,121.98,121.98,121.98,121.98,18227
2017-01-27 13-20,121.9853,121.9853,121.9853,121.9853,41514
2017-01-27 13-21,121.99,121.99,121.99,121.99,51313
2017-01-27 13-22,121.975,121.975,121.975,121.975,30500
2017-01-27 13-23,121.965,121.965,121.965,121.965,18506
2017-01-27 13-24,121.97,121.97,121.97,121.97,21101
2017-01-27 13-25,121.96,121.96,121.96,121.96,17870
2017-01-27 13-26,121.979,121.979,121.979,121.979,35680
2017-01-27 13-27,121.99,121.99,121.99,121.99,30909
2017-01-27 13-28,121.96,121.96,121.96,121.96,47956
2017-01-27 13-29,121.9601,121.9601,121.9601,121.9601,18596
2017-01-27 13-30,121.9647,121.9647,121.9647,121.9647,12406
2017-01-27 13-31,121.9899,121.9899,121.9899,121.9899,25001
2017-01-27 13-32,121.98,121.98,121.98,121.98,42813
2017-01-27 13-33,121.98,121.98,121.98,121.98,26733
2017-01-27 13-34,121.98,121.98,121.98,121.98,15319
2017-01-27 13-35,121.96,121.96,121.96,121.96,31319
2017-01-27 13-36,121.97,121.97,121.97,121.97,12336
2017-01-27 13-37,121.942,121.942,121.942,121.942,25914
2017-01-27 13-38,121.955,121.955,121.955,121.955,20995
2017-01-27 13-39,121.9401,121.9401,121.9401,121.9401,28052
2017-01-27 13-40,121.91,121.91,121.91,121.91,48361
2017-01-27 13-41,121.9,121.9,121.9,121.9,38786
2017-01-27 13-42,121.889,121.889,121.889,121.889,59596
2017-01-27 13-43,121.8645,121.8645,121.8645,121.8645,51333
2017-01-27 13-44,121.86,121.86,121.86,121.86,33166
2017-01-27 13-45,121.86,121.86,121.86,121.86,25321
2017-01-27 13-46,121.85,121.85,121.85,121.85,29997
2017-01-27 13-47,121.8265,121.8265,121.8265,121.8265,151248
2017-01-27 13-48,121.8451,121.8451,121.8451,121.8451,44702
2017-01-27 13-49,121.82,121.82,121.82,121.82,46548
2017-01-27 13-50,121.79,121.79,121.79,121.79,40513
2017-01-27 13-51,121.8,121.8,121.8,121.8,46347
2017-01-27 13-52,121.81,121.81,121.81,121.81,49269
2017-01-27 13-53,121.825,121.825,121.825,121.825,20709
2017-01-27 13-54,121.83,121.83,121.83,121.83,36257
2017-01-27 13-55,121.8499,121.8499,121.8499,121.8499,32777
2017-01-27 13-56,121.84,121.84,121.84,121.84,53164
2017-01-27 13-57,121.8335,121.8335,121.8335,121.8335,23523
2017-01-27 13-58,121.79,121.79,121.79,121.79,60844
2017-01-27 13-59,121.78,121.78,121.78,121.78,15345
2017-01-27 14-00,121.71,121.71,121.71,121.71,155175
